Structure_ID,Latitude,Longitude,HWB_Class,Year_Built,Design_Era,Sa_1s_g,Observed_DS,Obs_Repair_Category,RF_DS,RF_Repair_Category,RF_Repair_Action,RF_Priority,MLP_DS,MLP_Repair_Category,MLP_Repair_Action,MLP_Priority,RF_Correct,MLP_Correct
53 1596,34.02,-118.4783333,HWB3,1965,conventional,0.3748,slight,Needs Repair,none,Safe,No action needed,0,none,Safe,No action needed,0,0,0
53 1640,34.03166667,-118.4266667,HWB4,1964,conventional,0.443,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1704,33.875,-118.1,HWB1,1966,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1703,33.87333333,-118.1,HWB5,1966,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1701,34.185,-118.4816667,HWB5,1966,conventional,0.6637,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1700,34.18166667,-118.48,HWB5,1966,conventional,0.6637,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1699,34.03666667,-118.1433333,HWB3,1967,conventional,0.1683,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1697,34.035,-118.1466667,HWB28,1967,conventional,0.1683,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1696,34.03333333,-118.1383333,HWB8,1967,conventional,0.1531,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1695,34.03333333,-118.1266667,HWB5,1967,conventional,0.1531,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1694,34.03333333,-118.1216667,HWB5,1967,conventional,0.1397,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1693,34.03333333,-118.1333333,HWB5,1967,conventional,0.1531,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1688,34.43333333,-118.59,HWB3,1964,conventional,1.054,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1687,34.18333333,-118.4816667,HWB7,1966,conventional,0.6637,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1682,34.19666667,-118.4016667,HWB5,1968,conventional,0.4519,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1659,33.94166667,-118.0966667,HWB5,1965,conventional,0.1245,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1680,34.15333333,-118.6516667,HWB5,1965,conventional,0.3896,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1678,34.14333333,-118.735,HWB7,1963,conventional,0.348,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1671,34.03666667,-118.37,HWB3,1964,conventional,0.42,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1670,33.98833333,-118.07,HWB4,1965,conventional,0.1328,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1669,33.985,-118.0716667,HWB4,1965,conventional,0.1328,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1668,33.97833333,-118.0766667,HWB4,1965,conventional,0.1575,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1667,33.975,-118.0783333,HWB4,1965,conventional,0.1394,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1666,33.97,-118.08,HWB4,1965,conventional,0.1394,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1665,33.96666667,-118.08,HWB4,1965,conventional,0.1394,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1664,33.965,-118.0816667,HWB4,1965,conventional,0.1394,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1663,33.96,-118.0833333,HWB5,1965,conventional,0.1394,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1662,33.95,-118.09,HWB3,1965,conventional,0.123,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1661,33.945,-118.0933333,HWB6,1965,conventional,0.1245,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1660,33.94,-118.095,HWB6,1965,conventional,0.13,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1681,34.15,-118.665,HWB4,1965,conventional,0.377,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1532,34.00833333,-118.0583333,HWB7,1964,conventional,0.1286,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1531,34.00333333,-118.0616667,HWB15,1964,conventional,0.147,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1529,33.99833333,-118.065,HWB3,1964,conventional,0.147,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1522,33.95,-118.3666667,HWB15,1963,conventional,0.1829,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1513,33.84166667,-118.265,HWB5,1961,conventional,0.1305,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1512,33.895,-118.0466667,HWB5,1958,conventional,0.1426,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1509,33.99333333,-118.0666667,HWB5,1964,conventional,0.147,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1492,34.055,-118.2566667,HWB7,1958,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1485,34.035,-118.3683333,HWB5,1964,conventional,0.42,moderate,Needs Repair,none,Safe,No action needed,0,none,Safe,No action needed,0,0,0
53 1484,33.96,-118.3666667,HWB7,1963,conventional,0.2192,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1481,33.805,-118.1383333,HWB5,1964,conventional,0.1254,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1480,33.805,-118.1366667,HWB5,1963,conventional,0.1254,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1477,34.02666667,-118.0366667,HWB5,1963,conventional,0.1508,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1595,34.01833333,-118.4816667,HWB5,1965,conventional,0.3748,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1475,34.1,-118.25,HWB7,1962,conventional,0.2652,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1474,34.09166667,-118.255,HWB7,1962,conventional,0.2652,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1473,33.82333333,-118.2,HWB3,1963,conventional,0.1067,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1466,33.96166667,-118.3666667,HWB3,1961,conventional,0.2192,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1464,34.11,-118.4816667,HWB28,1962,conventional,0.2816,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1462,34.03,-118.2133333,HWB3,1960,conventional,0.1915,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1461,34.08666667,-118.2316667,HWB3,1961,conventional,0.2045,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1460,34.08666667,-118.23,HWB3,1961,conventional,0.2045,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1457,34.085,-118.2166667,HWB7,1962,conventional,0.2152,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1456,34.085,-118.2166667,HWB5,1962,conventional,0.2152,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1447,34.06333333,-118.1633333,HWB5,1960,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1445,34.06166667,-118.1633333,HWB7,1960,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1444,34.06166667,-118.165,HWB7,1972,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1443,34.08333333,-118.2183333,HWB7,1962,conventional,0.2152,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1476,33.82333333,-118.2,HWB5,1963,conventional,0.1067,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1594,34.015,-118.485,HWB5,1965,conventional,0.3748,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1592,34.01166667,-118.4916667,HWB5,1965,conventional,0.3247,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1577,33.80166667,-118.1266667,HWB28,1964,conventional,0.1254,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1574,33.81333333,-118.1683333,HWB5,1964,conventional,0.0977,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1573,33.81333333,-118.1683333,HWB5,1964,conventional,0.0977,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1566,34.03666667,-118.3066667,HWB3,1962,conventional,0.2251,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1565,34.03666667,-118.2983333,HWB5,1962,conventional,0.2251,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1564,34.03666667,-118.295,HWB5,1962,conventional,0.2251,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1563,34.03666667,-118.2916667,HWB5,1962,conventional,0.2251,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1556,34.03,-118.3916667,HWB7,1964,conventional,0.3537,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1555,34.03,-118.395,HWB5,1964,conventional,0.3537,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1554,34.03,-118.4016667,HWB3,1964,conventional,0.3537,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1553,34.03,-118.405,HWB5,1964,conventional,0.3537,moderate,Needs Repair,none,Safe,No action needed,0,slight,Needs Repair,Schedule inspection,1,0,0
53 1533,34.01666667,-118.05,HWB7,1964,conventional,0.1673,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1550,34.18666667,-118.4733333,HWB3,1963,conventional,0.667,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1549,34.43333333,-118.385,HWB3,1963,conventional,0.4495,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1547,34.43166667,-118.3916667,HWB5,1963,conventional,0.3914,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1546,34.50166667,-118.2283333,HWB7,1968,conventional,0.1246,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1545,34.50833333,-118.245,HWB7,1963,conventional,0.1493,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1544,34.49166667,-118.2833333,HWB4,1963,conventional,0.1361,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1543,34.42333333,-118.4233333,HWB7,1963,conventional,0.4887,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1541,34.46666667,-118.3283333,HWB3,1963,conventional,0.2448,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1540,34.44,-118.4566667,HWB7,1963,conventional,0.4644,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1539,34.425,-118.4133333,HWB7,1963,conventional,0.4887,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1537,34.055,-118.0016667,HWB1,1964,conventional,0.1174,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1536,34.03666667,-118.0266667,HWB7,1967,conventional,0.1508,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1535,34.03333333,-118.0266667,HWB7,1967,conventional,0.1508,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1534,34.03333333,-118.0283333,HWB7,1967,conventional,0.1508,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1551,34.03166667,-118.4116667,HWB3,1964,conventional,0.3638,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1903,34.555,-118.6666667,HWB7,1970,conventional,0.3995,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1902,34.50333333,-118.6233333,HWB1,1969,conventional,0.4804,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1901,34.14833333,-118.225,HWB3,1967,conventional,0.206,none,Safe,none,Safe,No action needed,0,slight,Needs Repair,Schedule inspection,1,1,0
53 1895,34.31666667,-118.4383333,HWB8,1969,conventional,0.9298,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1894,34.17333333,-118.2183333,HWB6,1978,seismic,0.0759,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1893,34.16666667,-118.2216667,HWB6,1975,seismic,0.0759,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1891,34.14833333,-118.03,HWB5,1968,conventional,0.1351,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1890,34.14833333,-118.0266667,HWB4,1968,conventional,0.1351,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1889,34.14833333,-118.025,HWB4,1968,conventional,0.1351,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1884,34.14833333,-118.225,HWB7,1967,conventional,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1883,34.13666667,-118.01,HWB7,1967,conventional,0.1182,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1882,34.145,-118.02,HWB1,1968,conventional,0.1174,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1878,34.14666667,-118.23,HWB7,1967,conventional,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1705,33.87833333,-118.1016667,HWB5,1966,conventional,0.1439,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1872,34.13833333,-118.0133333,HWB5,1967,conventional,0.1182,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1869,34.14,-118.015,HWB7,1967,conventional,0.1182,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1866,34.15,-118.2333333,HWB5,1967,conventional,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1865,33.87666667,-118.215,HWB8,1974,conventional,0.1342,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1863,34.15166667,-118.235,HWB5,1968,conventional,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1855,33.98833333,-118.3983333,HWB1,1967,conventional,0.2732,slight,Needs Repair,none,Safe,No action needed,0,slight,Needs Repair,Schedule inspection,1,0,1
53 1853,33.98833333,-118.4,HWB5,1967,conventional,0.2732,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1852,33.98833333,-118.3966667,HWB8,1967,conventional,0.2732,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1850,33.81833333,-118.0816667,HWB4,1966,conventional,0.1317,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1838,33.98833333,-118.3983333,HWB1,1967,conventional,0.2732,none,Safe,none,Safe,No action needed,0,slight,Needs Repair,Schedule inspection,1,1,0
53 1834,33.945,-118.395,HWB6,1966,conventional,0.2118,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1833,34.54333333,-118.125,HWB6,1966,conventional,0.1543,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1832,34.27833333,-118.6033333,HWB5,1968,conventional,0.6133,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1831,34.27666667,-118.615,HWB4,1968,conventional,0.579,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1875,34.155,-118.24,HWB7,1968,conventional,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1952,33.98666667,-118.4116667,HWB5,1968,conventional,0.2995,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1951,34.32333333,-118.47,HWB3,1969,conventional,1.068,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1950,33.98833333,-118.405,HWB5,1968,conventional,0.2732,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1948,34.15,-118.2233333,HWB4,1978,seismic,0.1327,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1947,34.15,-118.2233333,HWB6,1978,seismic,0.1327,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1946,34.15,-118.2233333,HWB6,1978,seismic,0.1327,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1942,34.145,-118.225,HWB7,1976,seismic,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1939,34.14666667,-118.2216667,HWB3,1971,conventional,0.1327,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1936,34.33833333,-118.5066667,HWB8,1971,conventional,1.172,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1929,34.12166667,-118.2283333,HWB4,1976,seismic,0.2179,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1928,34.30833333,-118.4266667,HWB5,1969,conventional,0.8709,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1927,34.31,-118.43,HWB5,1969,conventional,0.9298,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1926,34.32333333,-118.445,HWB5,1969,conventional,0.9887,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1904,34.07,-118.1616667,HWB7,1965,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1921,34.14666667,-118.225,HWB1,1971,conventional,0.206,moderate,Needs Repair,none,Safe,No action needed,0,none,Safe,No action needed,0,0,0
53 1920,34.14666667,-118.225,HWB5,1971,conventional,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1919,34.14666667,-118.225,HWB4,1971,conventional,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1918,34.145,-118.2266667,HWB6,1976,seismic,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1917,34.145,-118.225,HWB2,1976,seismic,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1916,34.145,-118.2266667,HWB4,1976,seismic,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1915,34.29166667,-118.2266667,HWB4,1976,seismic,0.1652,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1913,34.49666667,-118.2183333,HWB5,1965,conventional,0.1804,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1912,34.49166667,-118.1883333,HWB7,1965,conventional,0.1552,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1911,34.14833333,-118.0483333,HWB3,1971,conventional,0.1315,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1910,34.03666667,-118.0883333,HWB5,1967,conventional,0.1411,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1909,34.48833333,-118.6183333,HWB5,1968,conventional,0.5156,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1908,34.49666667,-118.6216667,HWB8,1968,conventional,0.4804,slight,Needs Repair,none,Safe,No action needed,0,none,Safe,No action needed,0,0,0
53 1907,34.14166667,-118.2333333,HWB1,1967,conventional,0.206,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1924,34.32333333,-118.4583333,HWB3,1969,conventional,0.9887,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1735,33.87166667,-118.1,HWB5,1966,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1734,34.03666667,-118.1616667,HWB5,1967,conventional,0.1854,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1733,33.86833333,-118.0966667,HWB5,1966,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1732,33.85833333,-118.095,HWB5,1966,conventional,0.1403,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1731,34.13833333,-118.7233333,HWB3,1973,conventional,0.319,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1730,34.14166667,-118.7083333,HWB5,1965,conventional,0.3636,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1729,34.03666667,-118.1483333,HWB7,1967,conventional,0.1683,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1727,34.04,-118.1683333,HWB5,1967,conventional,0.1854,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1726,34.14666667,-118.7766667,HWB7,1965,conventional,0.3088,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1725,33.84666667,-118.09,HWB3,1966,conventional,0.1375,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1724,33.83833333,-118.0866667,HWB8,1964,conventional,0.1337,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1723,33.81,-118.0816667,HWB7,1965,conventional,0.1317,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1722,33.83166667,-118.0833333,HWB3,1966,conventional,0.1337,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1830,34.015,-118.0533333,HWB5,1964,conventional,0.1673,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1720,33.875,-118.1166667,HWB3,1968,conventional,0.1423,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1719,33.875,-118.12,HWB7,1968,conventional,0.1423,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1718,33.87666667,-118.125,HWB8,1968,conventional,0.1371,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1717,34.03666667,-118.1683333,HWB8,1967,conventional,0.1854,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1716,34.03666667,-118.1683333,HWB7,1967,conventional,0.1854,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1715,34.03666667,-118.1683333,HWB3,1967,conventional,0.1854,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1714,34.03666667,-118.1683333,HWB7,1967,conventional,0.1854,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1712,34.02333333,-118.17,HWB3,1967,conventional,0.1674,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1711,33.86666667,-118.0966667,HWB5,1966,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1710,33.85333333,-118.095,HWB5,1964,conventional,0.1403,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1709,34.03333333,-118.1133333,HWB3,1967,conventional,0.1397,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1708,34.07166667,-118.1616667,HWB5,1965,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1707,33.875,-118.0983333,HWB3,1968,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1706,33.875,-118.0983333,HWB3,1968,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1721,33.87166667,-118.0983333,HWB3,1966,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1829,34.01666667,-118.05,HWB5,1964,conventional,0.1673,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1818,34.135,-118.0016667,HWB3,1966,conventional,0.1047,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1817,34.135,-118.005,HWB3,1966,conventional,0.1047,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1810,34.56666667,-118.685,HWB5,1967,conventional,0.3586,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1794,34.545,-118.1266667,HWB5,1966,conventional,0.1543,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1793,34.50333333,-118.23,HWB16,1963,conventional,0.1246,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1782,34.10666667,-118.3283333,HWB3,1965,conventional,0.4827,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1774,34.035,-118.0033333,HWB5,1967,conventional,0.1132,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1770,34.04166667,-118.0633333,HWB5,1966,conventional,0.1715,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
52 0273,34.16666667,-118.8366667,HWB5,1966,conventional,0.2929,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1767,34.03666667,-118.0316667,HWB3,1967,conventional,0.1508,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1766,34.03833333,-118.0383333,HWB5,1966,conventional,0.1508,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1765,34.04,-118.0516667,HWB5,1966,conventional,0.1713,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1736,34.04166667,-118.0783333,HWB3,1966,conventional,0.1664,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1761,33.87666667,-118.15,HWB3,1970,conventional,0.1336,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1760,33.87666667,-118.1416667,HWB5,1968,conventional,0.1336,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1757,33.87666667,-118.1283333,HWB3,1968,conventional,0.1371,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1756,34.53333333,-118.1133333,HWB4,1966,conventional,0.08,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1755,34.03,-118.02,HWB4,1967,conventional,0.122,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1752,34.155,-118.245,HWB5,1968,conventional,0.2682,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1751,34.155,-118.2483333,HWB5,1965,conventional,0.2682,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1750,34.155,-118.2516667,HWB5,1968,conventional,0.2682,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
