Structure_ID,Latitude,Longitude,HWB_Class,Year_Built,Design_Era,Sa_1s_g,Observed_DS,Obs_Repair_Category,RF_DS,RF_Repair_Category,RF_Repair_Action,RF_Priority,MLP_DS,MLP_Repair_Category,MLP_Repair_Action,MLP_Priority,RF_Correct,MLP_Correct
53 2649,34.01333333,-118.3383333,HWB6,1979,seismic,0.2808,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2647,34.27333333,-118.5466667,HWB6,1980,seismic,0.9428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2646,34.07,-118.04,HWB5,1975,seismic,0.1448,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2644,34.03333333,-118.2183333,HWB1,1960,conventional,0.1915,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2637,34.07166667,-118.045,HWB28,1972,conventional,0.1549,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2608,34.365,-118.505,HWB5,1971,conventional,0.9465,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2574,33.91333333,-118.12,HWB6,1987,seismic,0.1364,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2073,34.14833333,-118.0516667,HWB7,1971,conventional,0.1315,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2604,34.59666667,-118.1366667,HWB7,1970,conventional,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2084,34.15,-118.12,HWB6,1976,seismic,0.1289,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2087,33.81833333,-118.1366667,HWB5,1966,conventional,0.1302,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2093,34.15,-118.1166667,HWB4,1976,seismic,0.1289,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2603,34.59166667,-118.1316667,HWB5,1970,conventional,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2594,33.91333333,-118.1016667,HWB6,1992,seismic,0.1401,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2576,33.915,-118.1,HWB6,1987,seismic,0.1401,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2575,33.915,-118.1166667,HWB6,1987,seismic,0.1364,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2070,34.365,-118.5033333,HWB3,1971,conventional,0.9465,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0172,34.07166667,-118.0533333,HWB3,1956,conventional,0.1549,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2016,34.31666667,-118.4866667,HWB8,1971,conventional,1.197,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2017,34.32333333,-118.4766667,HWB4,1970,conventional,1.197,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0168,34.055,-118.4533333,HWB3,1957,conventional,0.3684,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0161,34.10666667,-118.28,HWB5,1925,conventional,0.3105,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0160,34.08,-118.2266667,HWB5,1939,conventional,0.2045,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0159,33.97666667,-118.1683333,HWB5,1940,conventional,0.1728,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0158,33.96333333,-118.17,HWB5,1939,conventional,0.1654,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0156,33.97333333,-118.12,HWB1,1951,conventional,0.1433,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2551,33.87333333,-118.28,HWB4,1985,seismic,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0151,34.05833333,-118.2516667,HWB10,1940,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0150,33.87666667,-118.0166667,HWB5,1950,conventional,0.1227,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0149,33.87666667,-118.0166667,HWB5,1950,conventional,0.1227,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0148,34.06333333,-118.0683333,HWB5,1936,conventional,0.1606,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2020,34.14833333,-118.065,HWB5,1971,conventional,0.1331,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0142,34.06,-118.145,HWB3,1934,conventional,0.1561,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0140,34.05333333,-118.2533333,HWB5,1969,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2021,34.14833333,-118.0666667,HWB5,1971,conventional,0.1331,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0136,34.08166667,-118.2716667,HWB15,1934,conventional,0.2406,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2026,34.145,-118.1966667,HWB1,1971,conventional,0.0748,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0153,34.06,-118.2466667,HWB3,1940,conventional,0.2095,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1957,34.14833333,-118.0716667,HWB8,1971,conventional,0.1331,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1959,34.33666667,-118.5116667,HWB5,1971,conventional,1.158,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1961,34.335,-118.505,HWB5,1971,conventional,1.172,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1966,34.14833333,-118.0816667,HWB6,1976,seismic,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1967,34.15166667,-118.2233333,HWB6,1978,seismic,0.1327,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1968,34.155,-118.2233333,HWB2,1978,seismic,0.1327,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1973,33.99,-118.3983333,HWB28,1968,conventional,0.2732,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1974,33.99,-118.3983333,HWB8,1968,conventional,0.2732,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1975,34.13333333,-118.2283333,HWB4,1976,seismic,0.2073,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1979,34.48833333,-118.1216667,HWB7,1965,conventional,0.1633,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2014,34.50666667,-118.6266667,HWB4,1969,conventional,0.466,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1988,34.31666667,-118.4883333,HWB16,1971,conventional,1.197,none,Safe,none,Safe,No action needed,0,complete,Needs Replacement,Close bridge — replace,4,1,0
53 1991,34.31666667,-118.4883333,HWB5,1971,conventional,1.197,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1993,34.125,-118.2283333,HWB6,1976,seismic,0.2073,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2010,33.95333333,-118.0883333,HWB5,1965,conventional,0.123,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0198,34.185,-118.3183333,HWB3,1958,conventional,0.3072,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0190,33.90333333,-118.1816667,HWB1,1951,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0185,33.88333333,-118.1883333,HWB1,1937,conventional,0.129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0183,34.33333333,-118.5066667,HWB5,1935,conventional,1.172,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2011,34.14833333,-118.0666667,HWB8,1971,conventional,0.1331,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0174,34.16833333,-118.3066667,HWB3,1949,conventional,0.3258,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1983,34.31833333,-118.5,HWB5,1971,conventional,1.261,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0055,33.85833333,-118.1016667,HWB5,1952,conventional,0.1403,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0053,34.10333333,-118.19,HWB3,1940,conventional,0.1516,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0052,34.10166667,-118.195,HWB3,1940,conventional,0.1719,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0045,34.06166667,-118.2583333,HWB1,1942,conventional,0.2095,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2039,34.05666667,-118.185,HWB5,1972,conventional,0.1959,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2040,34.15,-118.1116667,HWB6,1976,seismic,0.1289,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0044,34.04166667,-118.2283333,HWB1,1930,conventional,0.2534,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0038,34.065,-118.215,HWB6,1982,seismic,0.2259,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0036,34.005,-118.0633333,HWB28,1964,conventional,0.147,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0135,33.86,-118.28,HWB7,1963,conventional,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0019,33.805,-118.205,HWB1,1946,conventional,0.1106,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2041,34.15,-118.1083333,HWB4,1976,seismic,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0013,34.07666667,-118.1933333,HWB5,1936,conventional,0.1732,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0011,34.06333333,-118.1966667,HWB28,1936,conventional,0.1979,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2740,34.01333333,-118.4866667,HWB6,1992,seismic,0.3748,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2737,33.985,-118.4683333,HWB5,1991,seismic,0.3237,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2721,33.87166667,-118.055,HWB6,1992,seismic,0.1416,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2712,34.13333333,-118.3516667,HWB6,1983,seismic,0.3631,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2711,33.94666667,-118.395,HWB6,1983,seismic,0.2118,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2710,33.94666667,-118.395,HWB6,1983,seismic,0.2118,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0020,33.85833333,-118.1966667,HWB1,1946,conventional,0.1346,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0134,34.07833333,-118.26,HWB3,1934,conventional,0.2406,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0132,34.04,-118.3683333,HWB15,1962,conventional,0.42,none,Safe,none,Safe,No action needed,0,moderate,Needs Repair,Plan repair — 6 months,2,1,0
53 0126,34.075,-118.055,HWB3,1955,conventional,0.1482,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0125,34.055,-118.255,HWB1,1956,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0122,33.975,-118.08,HWB3,1954,conventional,0.1394,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0107,34.145,-118.165,HWB1,1913,conventional,0.0734,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0106,33.91666667,-118.11,HWB5,1952,conventional,0.1364,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0104,34.14333333,-118.7566667,HWB3,1926,conventional,0.2966,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0096,34.10833333,-118.2533333,HWB5,1927,conventional,0.2652,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0087,33.975,-118.1166667,HWB1,1954,conventional,0.1433,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0057,33.95166667,-118.0933333,HWB5,1937,conventional,0.1245,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0084,33.96666667,-118.0866667,HWB1,1958,conventional,0.1394,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2027,34.41333333,-118.445,HWB1,1972,conventional,0.6845,slight,Needs Repair,none,Safe,No action needed,0,extensive,Needs Closure,Close bridge — repair now,3,0,0
53 0083,33.88833333,-118.1066667,HWB5,1952,conventional,0.1439,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0082,33.97666667,-118.0816667,HWB5,1954,conventional,0.1575,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0080,33.93833333,-118.0983333,HWB5,1951,conventional,0.13,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0079,33.90166667,-118.1066667,HWB5,1951,conventional,0.1419,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0077,33.85833333,-118.2133333,HWB5,1950,conventional,0.1205,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0076,34.15,-118.3916667,HWB3,1951,conventional,0.5574,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0071,33.96833333,-118.17,HWB5,1948,conventional,0.1654,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0059,34.18833333,-118.32,HWB5,1942,conventional,0.3072,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0085,33.96333333,-118.1466667,HWB7,1953,conventional,0.1583,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2228,34.21166667,-118.225,HWB5,1972,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2230,34.20833333,-118.2,HWB5,1972,conventional,0.129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2231,34.21,-118.2183333,HWB1,1972,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2233,34.27333333,-118.3816667,HWB4,1980,seismic,0.4894,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2333,34.16666667,-118.465,HWB7,1966,conventional,0.6947,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2234,33.87333333,-118.22,HWB8,1974,conventional,0.1159,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2235,33.87333333,-118.215,HWB4,1974,conventional,0.1159,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2236,33.87333333,-118.215,HWB1,1974,conventional,0.1159,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2237,33.87333333,-118.215,HWB7,1974,conventional,0.1159,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2548,33.87333333,-118.2783333,HWB4,1985,seismic,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2239,34.27333333,-118.3983333,HWB8,1980,seismic,0.5129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2240,33.87166667,-118.19,HWB7,1974,conventional,0.1345,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2241,33.87166667,-118.19,HWB4,1974,conventional,0.1345,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2323,34.15,-118.1516667,HWB5,1974,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2322,34.23166667,-118.2616667,HWB3,1972,conventional,0.1451,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2321,34.23166667,-118.265,HWB5,1972,conventional,0.1451,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2320,34.22166667,-118.24,HWB1,1972,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2319,34.21333333,-118.2283333,HWB4,1972,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2318,34.15,-118.155,HWB6,1974,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2238,33.87333333,-118.2133333,HWB1,1974,conventional,0.1159,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2352,34.275,-118.425,HWB4,1976,seismic,0.8375,none,Safe,none,Safe,No action needed,0,moderate,Needs Repair,Plan repair — 6 months,2,1,0
53 2195,34.155,-118.1566667,HWB5,1973,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2196,34.265,-118.445,HWB6,1969,conventional,0.8551,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2351,34.26166667,-118.4383333,HWB4,1976,seismic,0.7417,none,Safe,none,Safe,No action needed,0,moderate,Needs Repair,Plan repair — 6 months,2,1,0
53 2197,34.14833333,-118.16,HWB4,1971,conventional,0.0734,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2349,33.80833333,-118.2883333,HWB7,1962,conventional,0.0944,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2198,34.18666667,-118.175,HWB5,1974,conventional,0.067,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2199,34.21,-118.2183333,HWB8,1972,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2345,34.26666667,-118.3933333,HWB4,1976,seismic,0.5129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2226,34.14833333,-118.16,HWB5,1971,conventional,0.0734,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2202,34.19833333,-118.185,HWB1,1972,conventional,0.1261,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2341,34.15166667,-118.155,HWB5,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2339,34.21333333,-118.2266667,HWB3,1972,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2338,34.21333333,-118.2266667,HWB3,1972,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2336,34.185,-118.4816667,HWB7,1966,conventional,0.6637,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2218,34.205,-118.1966667,HWB5,1972,conventional,0.129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2334,34.175,-118.4733333,HWB7,1966,conventional,0.6947,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2219,34.21166667,-118.2233333,HWB1,1972,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2220,34.205,-118.2183333,HWB1,1972,conventional,0.0661,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2221,34.21166667,-118.2233333,HWB3,1972,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2344,34.26666667,-118.4383333,HWB4,1976,seismic,0.7417,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2252,33.87333333,-118.2066667,HWB3,1974,conventional,0.134,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2253,34.14833333,-118.1583333,HWB5,1974,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2254,34.15166667,-118.155,HWB2,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2255,34.15166667,-118.1533333,HWB3,1974,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2274,34.15,-118.14,HWB6,1976,seismic,0.1236,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2273,34.15,-118.145,HWB6,1976,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2272,34.15,-118.15,HWB7,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2256,34.15166667,-118.1516667,HWB5,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2257,34.14833333,-118.1533333,HWB4,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2317,34.15,-118.155,HWB2,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2259,34.15166667,-118.1516667,HWB5,1974,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2260,34.15,-118.1566667,HWB3,1974,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2269,34.14833333,-118.1583333,HWB8,1974,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2268,34.15,-118.155,HWB8,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2267,34.15,-118.155,HWB6,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2262,34.14,-118.1533333,HWB2,1975,seismic,0.1254,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2266,34.14833333,-118.155,HWB2,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2265,34.14666667,-118.155,HWB4,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2264,34.145,-118.1533333,HWB6,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2263,34.145,-118.1533333,HWB6,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2258,34.15,-118.1533333,HWB8,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2314,33.985,-118.4183333,HWB3,1972,conventional,0.2995,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2313,34.22,-118.2366667,HWB5,1972,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2312,34.21333333,-118.2266667,HWB5,1972,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2242,34.20166667,-118.2183333,HWB3,1972,conventional,0.0661,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2310,34.22666667,-118.2483333,HWB2,1972,conventional,0.1869,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2243,34.27333333,-118.375,HWB4,1980,seismic,0.4894,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2308,34.22833333,-118.2533333,HWB3,1972,conventional,0.1869,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2306,34.23166667,-118.2666667,HWB3,1972,conventional,0.1451,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2283,34.21666667,-118.2333333,HWB5,1972,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2251,34.26,-118.335,HWB7,1980,seismic,0.3983,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2282,34.23166667,-118.2566667,HWB8,1972,conventional,0.1869,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2281,34.15,-118.145,HWB4,1976,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2280,34.14833333,-118.09,HWB4,1976,seismic,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2279,34.15,-118.095,HWB8,1976,seismic,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2247,34.27333333,-118.3933333,HWB6,1980,seismic,0.5129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2278,34.15,-118.0983333,HWB6,1976,seismic,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2249,34.27166667,-118.3566667,HWB2,1980,seismic,0.4161,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2277,34.15,-118.1266667,HWB6,1976,seismic,0.1236,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2276,34.15,-118.1316667,HWB3,1976,seismic,0.1236,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2275,34.15,-118.1366667,HWB6,1976,seismic,0.1236,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2246,34.26333333,-118.3333333,HWB4,1980,seismic,0.3983,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2138,34.21,-118.2116667,HWB4,1970,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2539,34.06333333,-118.1683333,HWB3,1974,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2140,34.14333333,-118.18,HWB4,1971,conventional,0.064,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2538,34.06166667,-118.165,HWB3,1974,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2537,34.14166667,-118.1533333,HWB6,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2536,34.07166667,-118.1016667,HWB1,1972,conventional,0.1484,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2513,34.27833333,-118.5216667,HWB6,1980,seismic,0.9713,moderate,Needs Repair,none,Safe,No action needed,0,moderate,Needs Repair,Plan repair — 6 months,2,0,1
53 2512,34.26833333,-118.5166667,HWB6,1980,seismic,1.044,none,Safe,none,Safe,No action needed,0,moderate,Needs Repair,Plan repair — 6 months,2,1,0
53 2142,33.87166667,-118.1833333,HWB4,1971,conventional,0.1345,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2191,34.21,-118.2216667,HWB2,1972,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2144,33.87166667,-118.1833333,HWB4,1971,conventional,0.1345,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
